staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,hire_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,total_experience_years,company_tenure_years,skills,languages,certifications,previous_hotels_worked,employment_type,education_level,work_schedule,performance_rating,vacation_days_remaining,sick_days_remaining,is_active,termination_date,termination_reason,date_of_birth,nationality,emergency_contact_name,emergency_contact_phone
S0001004111,1f54f7fa-2970-49c4-802b-105de2e71374,Santino,Parmitano,M,Groundskeeper,Maintenance,Intermediate,2022-06-05,91900,9465.04,Day,santino.parmitano@luxuryhotels.com,+1-976-423-6280,Bobby Davis,Parent,+1-460-483-5162,7.9,3.7,"Carpentry, Preventive Maintenance, HVAC Systems, Technical Skills, Plumbing","Arabic (Native), English (Basic)",,3,Full-time,High School,11pm-7am,Meets Expectations,14,8,True,,,1973-02-23,Europe,Bobby Davis,+1-460-483-5162
S0001004112,1f54f7fa-2970-49c4-802b-105de2e71374,Hélène,Guillou,F,Maintenance Technician,Maintenance,Junior,2026-03-13,46600,5008.46,On-Call,hélèneg@hotels.com,+1-716-752-5565,Lisa Bautista,Friend,+1-238-813-1032,3.3,0.1,"Preventive Maintenance, Equipment Repair, Electrical Systems",Japanese (Native),,2,Full-time,Master's Degree,10am-6pm,Needs Improvement,10,11,True,,,1965-08-28,Europe,Lisa Bautista,+1-238-813-1032
S0001004113,1f54f7fa-2970-49c4-802b-105de2e71374,Angelo,Gaggini,M,Plumber,Maintenance,Intermediate,2022-03-20,110100,11959.03,Day,angelo.gaggini76@hotelgroup.com,+1-251-511-4424,Marc Pena,Spouse,+1-254-824-9739,9.6,3.9,"Painting, Technical Skills, Equipment Repair, Preventive Maintenance, Electrical Systems, HVAC Systems","Russian (Native), Japanese (Intermediate), French (Basic), Chinese (Fluent)",,3,Full-time,Master's Degree,7am-3pm,Meets Expectations,10,9,True,,,1957-10-12,Europe,Marc Pena,+1-254-824-9739
S0001004114,1f54f7fa-2970-49c4-802b-105de2e71374,Tracy,Wells,F,Groundskeeper,Maintenance,Intermediate,2020-12-05,77800,3471.73,On-Call,tracy.wells69@hotels.com,+1-416-594-9466,Lisa Johnson,Partner,+1-638-620-1697,9.1,5.2,"Carpentry, Electrical Systems, Equipment Repair, Technical Skills",Russian (Native),,2,Full-time,High School,9am-5pm,Unsatisfactory,17,9,True,,,1991-08-06,Europe,Lisa Johnson,+1-638-620-1697
S0001004115,1f54f7fa-2970-49c4-802b-105de2e71374,Tom,Potts,M,Groundskeeper,Maintenance,Intermediate,2019-12-26,103600,3492.81,Day,tpotts@hotelgroup.com,+1-467-456-8482,Elizabeth Lopez,Parent,+1-244-435-9476,11.3,6.1,"Electrical Systems, Preventive Maintenance, Painting, Plumbing, HVAC Systems","Russian (Native), German (Fluent)",,3,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,20,10,True,,,1978-07-07,Europe,Elizabeth Lopez,+1-244-435-9476
S0001004116,1f54f7fa-2970-49c4-802b-105de2e71374,Ben,Wright,M,Groundskeeper,Maintenance,Intermediate,2024-01-24,84800,6072.54,On-Call,ben.wright@hospitalitygroup.com,+1-451-949-1585,Stacey Gonzalez,Spouse,+1-337-403-1188,7.2,2.1,"Painting, Plumbing, Electrical Systems",Arabic (Native),,0,Seasonal,Bachelor's Degree,Winter Only,Meets Expectations,12,9,True,,,1992-08-01,Europe,Stacey Gonzalez,+1-337-403-1188
S0001004117,1f54f7fa-2970-49c4-802b-105de2e71374,Mitchell,Harrison,M,Maintenance Technician,Maintenance,Junior,2023-04-13,62000,9154.16,Day,mharrison@luxuryhotels.com,+1-520-254-3957,Margaret Obrien,Partner,+1-826-543-2332,5.0,2.8,"Safety Procedures, Electrical Systems, Equipment Repair, Carpentry, Plumbing, Technical Skills","Spanish (Native), German (Basic), Japanese (Fluent)",,2,Full-time,High School,8am-4pm,Needs Improvement,12,5,True,,,1966-03-09,Europe,Margaret Obrien,+1-826-543-2332
S0001004118,1f54f7fa-2970-49c4-802b-105de2e71374,Lilli,Mielcarek,F,Sales & Marketing Director,Sales & Marketing,Executive,2015-12-13,293200,42981.87,Day,lillim@luxuryhotels.com,+1-769-902-4378,Sarah Coffey,Partner,+1-979-773-4915,18.2,10.2,"Event Planning, Sales Strategy, Negotiation, Presentation Skills",Russian (Native),,0,Seasonal,High School,Winter Only,Meets Expectations,25,8,True,,,1980-02-10,Europe,Sarah Coffey,+1-979-773-4915
S0001004119,1f54f7fa-2970-49c4-802b-105de2e71374,Jake,Chamberlain,M,Event Planner,Sales & Marketing,Intermediate,2021-10-14,71100,6184.75,Day,jake.chamberlain@hotelgroup.com,+1-370-755-6484,Todd Osborne,Partner,+1-758-535-7053,7.8,4.3,"Brand Management, CRM Systems, Market Analysis",Spanish (Native),,4,Full-time,Bachelor's Degree,9am-5pm,Meets Expectations,15,10,True,,,1977-09-26,Europe,Todd Osborne,+1-758-535-7053
S0001004120,1f54f7fa-2970-49c4-802b-105de2e71374,Antonia,Tartini,F,Sales Executive,Sales & Marketing,Managerial,2014-05-28,190500,14610.87,Day,atartini@hotels.com,+1-710-469-8700,Briana Moore,Friend,+1-414-752-2140,23.2,11.7,"Digital Marketing, Negotiation, Event Planning, Market Analysis, Presentation Skills",Spanish (Native),"Food Safety Manager, Certified Hotel Administrator",4,Part-time,High School,20 hours/week,Meets Expectations,22,10,True,,,1952-05-24,Europe,Briana Moore,+1-414-752-2140
S0001004121,1f54f7fa-2970-49c4-802b-105de2e71374,Janice,Price,F,Event Planner,Sales & Marketing,Intermediate,2023-09-23,61300,7417.67,Day,jprice@hotels.com,+1-985-388-7184,Oscar Robertson,Spouse,+1-937-897-3041,6.1,2.4,"Market Analysis, Brand Management, CRM Systems, Negotiation, Sales Strategy","Spanish (Native), Arabic (Fluent), Chinese (Intermediate)",,0,Full-time,High School,10am-6pm,Exceeds Expectations,12,7,True,,,2003-01-14,Europe,Oscar Robertson,+1-937-897-3041
S0001004122,1f54f7fa-2970-49c4-802b-105de2e71374,Eckehard,Henk,M,Event Planner,Sales & Marketing,Intermediate,2018-09-17,85400,4804.74,Day,eckehard.henk@hotelgroup.com,+1-422-729-3007,John Norris,Partner,+1-971-489-3182,14.2,7.4,"Sales Strategy, Social Media, Digital Marketing, Market Analysis, Presentation Skills","Chinese (Native), German (Fluent), Arabic (Intermediate), Spanish (Basic)",,1,Full-time,High School,9am-5pm,Meets Expectations,20,7,True,,,1998-08-19,Europe,John Norris,+1-971-489-3182
S0001004123,1f54f7fa-2970-49c4-802b-105de2e71374,Maura,Gárate,F,Revenue Analyst,Sales & Marketing,Intermediate,2022-06-10,72600,2868.61,Day,maura.gárate@hotels.com,+1-559-781-5414,John Sandoval,Spouse,+1-402-473-9046,7.1,3.7,"Brand Management, Digital Marketing, Sales Strategy, Social Media, Market Analysis","Russian (Native), Chinese (Intermediate), French (Intermediate), Japanese (Intermediate)",,4,Full-time,Bachelor's Degree,11pm-7am,Needs Improvement,14,8,True,,,2002-01-13,Europe,John Sandoval,+1-402-473-9046
S0001004124,1f54f7fa-2970-49c4-802b-105de2e71374,Tomás,Villalba,M,Event Planner,Sales & Marketing,Intermediate,2018-06-08,86000,5614.31,Day,tvillalba@hotelgroup.com,+1-737-362-4411,Dr. Anthony Perez,Spouse,+1-343-691-8591,11.6,7.7,"CRM Systems, Sales Strategy, Social Media, Event Planning, Negotiation","Russian (Native), Spanish (Basic), English (Fluent)",,4,Part-time,High School,30 hours/week,Meets Expectations,23,9,True,,,1983-03-27,Europe,Dr. Anthony Perez,+1-343-691-8591
S0001004125,1f54f7fa-2970-49c4-802b-105de2e71374,Giacomo,Muratori,M,Revenue Analyst,Sales & Marketing,Intermediate,2024-01-11,96600,3955.41,Day,giacomom@hotelgroup.com,+1-671-869-9805,Laura Avery,Sibling,+1-434-758-8560,7.6,2.1,"CRM Systems, Negotiation, Presentation Skills",German (Native),,0,Part-time,Vocational Training,20 hours/week,Meets Expectations,15,10,True,,,1993-02-20,Europe,Laura Avery,+1-434-758-8560
S0001004126,1f54f7fa-2970-49c4-802b-105de2e71374,Frederick,Howard,M,Revenue Analyst,Sales & Marketing,Intermediate,2020-10-12,105900,7655.21,Day,frederick.howard85@luxuryhotels.com,+1-552-219-6743,John Watts,Spouse,+1-626-746-5170,10.8,5.3,"Market Analysis, Brand Management, Negotiation, Digital Marketing",Arabic (Native),,3,Full-time,High School,7am-3pm,Meets Expectations,16,8,True,,,1976-04-22,Europe,John Watts,+1-626-746-5170
S0001004127,1f54f7fa-2970-49c4-802b-105de2e71374,Leone,Bevilacqua,M,Event Planner,Sales & Marketing,Intermediate,2019-04-06,116700,10858.86,Day,lbevilacqua@hotelgroup.com,+1-388-820-1360,Curtis Phillips,Friend,+1-913-794-7566,10.8,6.9,"Negotiation, Event Planning, CRM Systems, Digital Marketing, Presentation Skills, Market Analysis","Arabic (Native), Russian (Basic), English (Intermediate), French (Basic)",,4,Full-time,Vocational Training,11pm-7am,Meets Expectations,21,9,True,,,1992-07-19,Europe,Curtis Phillips,+1-913-794-7566
S0001004128,1f54f7fa-2970-49c4-802b-105de2e71374,Telemaco,Ossola,M,Event Planner,Sales & Marketing,Intermediate,2018-08-01,62200,6836.31,Day,telemaco.ossola85@hotelgroup.com,+1-200-889-2488,Gregory Martin,Parent,+1-325-861-9209,12.4,7.5,"CRM Systems, Presentation Skills, Market Analysis","English (Native), French (Basic), Russian (Intermediate), Arabic (Fluent)",,4,Full-time,High School,10am-6pm,Meets Expectations,22,10,True,,,1955-12-04,Europe,Gregory Martin,+1-325-861-9209
S0001004129,1f54f7fa-2970-49c4-802b-105de2e71374,Leopoldo,Juvara,M,Sales Executive,Sales & Marketing,Managerial,2020-08-17,173600,24576.44,Day,leopoldoj@hospitalitygroup.com,+1-845-936-2369,Benjamin Smith,Partner,+1-202-890-1570,17.4,5.5,"Brand Management, Event Planning, CRM Systems, Sales Strategy","French (Native), English (Basic)","CRDE, Hotel Management Certificate",3,Full-time,Vocational Training,9am-5pm,Exceeds Expectations,24,5,True,,,1986-05-18,Europe,Benjamin Smith,+1-202-890-1570
S0001004130,1f54f7fa-2970-49c4-802b-105de2e71374,Rachael,Davis,F,Security Director,Security,Executive,2018-01-12,538900,76462.52,Rotating,rachael.davis@hotelgroup.com,+1-899-660-1401,Melissa Tanner,Friend,+1-886-212-1347,19.3,8.1,"Patrol, Fire Safety, Conflict Resolution, Emergency Procedures, Access Control","French (Native), Arabic (Fluent), English (Fluent), Japanese (Intermediate)","CPR Certified, ServSafe, Food Safety Manager",3,Full-time,Bachelor's Degree,9am-5pm,Needs Improvement,21,12,True,,,1963-07-25,Europe,Melissa Tanner,+1-886-212-1347
S0001004131,1f54f7fa-2970-49c4-802b-105de2e71374,Gioachino,Iannuzzi,M,Security Supervisor,Security,Senior,2024-09-07,113500,7454.75,Night,gioachino.iannuzzi4@hotels.com,+1-764-252-1241,Brandon Jimenez,Friend,+1-790-428-8077,11.8,1.4,"CPR Certified, Conflict Resolution, Access Control, Risk Assessment, Emergency Procedures","English (Native), Spanish (Basic), Chinese (Fluent), Arabic (Basic)",,2,Full-time,Bachelor's Degree,8am-4pm,Meets Expectations,12,8,True,,,1961-08-28,Europe,Brandon Jimenez,+1-790-428-8077
S0001004132,1f54f7fa-2970-49c4-802b-105de2e71374,Audrey,Wagner,F,Security Guard,Security,Intermediate,2019-07-09,100000,7359.08,Rotating,audrey.wagner@hospitalitygroup.com,+1-322-282-1005,Richard Norman,Spouse,+1-693-691-3869,12.0,6.6,"Surveillance, Access Control, Conflict Resolution, First Aid, Fire Safety, Risk Assessment","Chinese (Native), Spanish (Fluent), Arabic (Basic)",,4,Part-time,Master's Degree,30 hours/week,Meets Expectations,15,10,True,,,1967-04-19,Europe,Richard Norman,+1-693-691-3869
S0001004133,1f54f7fa-2970-49c4-802b-105de2e71374,David,Breton,M,CCTV Operator,Security,Intermediate,2021-04-11,89300,4622.94,Night,davidb@hotelgroup.com,+1-351-236-5658,Leah Williams,Parent,+1-792-206-4377,9.3,4.8,"Fire Safety, Emergency Procedures, Access Control, CPR Certified, Surveillance","Chinese (Native), Japanese (Fluent), English (Intermediate)",,0,Full-time,High School,8am-4pm,Meets Expectations,15,7,True,,,1979-11-14,Europe,Leah Williams,+1-792-206-4377
S0001004134,1f54f7fa-2970-49c4-802b-105de2e71374,Joseph,Imbert,M,Security Guard,Security,Intermediate,2018-02-15,96900,7419.46,Night,jimbert@hotels.com,+1-808-682-7232,Robert Contreras,Spouse,+1-909-841-4814,13.8,8.0,"Surveillance, Patrol, Conflict Resolution, Risk Assessment, Emergency Procedures",Russian (Native),,0,Full-time,High School,8am-4pm,Meets Expectations,24,7,False,2022-12-20,End of Contract,1982-05-07,Europe,Robert Contreras,+1-909-841-4814
S0001004135,1f54f7fa-2970-49c4-802b-105de2e71374,Kevin,Foster,M,CCTV Operator,Security,Intermediate,2020-05-09,104600,15585.2,Night,kevinf@luxuryhotels.com,+1-958-413-4718,Keith Evans,Parent,+1-561-946-9292,10.3,5.8,"Surveillance, First Aid, Patrol, Access Control, Risk Assessment",Japanese (Native),,4,Full-time,High School,8am-4pm,Needs Improvement,15,6,True,,,1994-04-23,Europe,Keith Evans,+1-561-946-9292
S0001004136,1f54f7fa-2970-49c4-802b-105de2e71374,Valerio,Comeriato,M,Security Supervisor,Security,Senior,2023-07-01,139600,16092.92,Night,vcomeriato@hotels.com,+1-729-545-4178,Cathy Flores,Spouse,+1-464-536-3308,10.6,2.6,"CPR Certified, Fire Safety, Patrol, First Aid, Access Control, Surveillance",German (Native),Wine & Spirits Certification,1,Full-time,Master's Degree,7am-3pm,Meets Expectations,11,10,True,,,1967-10-13,Europe,Cathy Flores,+1-464-536-3308
S0001004137,1f54f7fa-2970-49c4-802b-105de2e71374,Agnolo,Carosone,M,CCTV Operator,Security,Intermediate,2019-12-26,86700,3988.89,Rotating,agnolo.carosone23@hotels.com,+1-760-850-2941,Haley Martinez,Partner,+1-704-370-5973,9.1,6.1,"Risk Assessment, Emergency Procedures, CPR Certified, Surveillance, Fire Safety","German (Native), Russian (Intermediate), English (Fluent), Arabic (Intermediate)",,1,Full-time,High School,7am-3pm,Meets Expectations,20,5,True,,,1999-07-15,Europe,Haley Martinez,+1-704-370-5973
S0001004138,1f54f7fa-2970-49c4-802b-105de2e71374,Dittmar,Haering,M,Security Supervisor,Security,Senior,2023-07-08,126600,16277.68,Rotating,dittmar.haering97@hotels.com,+1-724-242-4413,Edward Brown,Partner,+1-625-721-7119,9.2,2.6,"Access Control, Fire Safety, Emergency Procedures","Spanish (Native), Chinese (Intermediate), French (Intermediate), German (Fluent)",Food Handler,3,Part-time,High School,Evenings,Meets Expectations,15,11,True,,,1982-08-12,Europe,Edward Brown,+1-625-721-7119
S0001004139,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Ricardo,Griffin,M,Front Office Manager,Front Desk,Managerial,2018-05-28,152300,15952.84,Morning,rgriffin@hospitalitygroup.com,+1-200-361-7147,Anthony Garcia,Parent,+1-598-485-5186,18.2,7.7,"Reservation Systems, Computer Skills, Multi-tasking, Communication","German (Native), French (Intermediate), Spanish (Basic), English (Intermediate)",,1,Full-time,Bachelor's Degree,9am-5pm,Meets Expectations,24,10,True,,,1991-11-03,North America,Anthony Garcia,+1-598-485-5186
S0001004140,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,David,Gravel,M,Front Desk Agent,Front Desk,Junior,2026-12-09,32200,3923.75,Rotating,dgravel@hotels.com,+1-318-895-7077,Mike Wolf,Spouse,+1-930-631-1454,1.7,0.1,"Communication, Attention to Detail, Multi-tasking, Reservation Systems, Computer Skills","German (Native), Arabic (Intermediate)",,1,Full-time,High School,3pm-11pm,Meets Expectations,7,5,True,,,1992-06-13,North America,Mike Wolf,+1-930-631-1454
S0001004141,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Mary,Daniels,F,Bellhop,Front Desk,Entry Level,2024-03-18,33900,4447.58,Afternoon,mdaniels@hotels.com,+1-609-942-9524,Laurie Mcmillan,Parent,+1-558-603-8031,3.2,1.9,"Attention to Detail, Time Management, Reservation Systems, Conflict Resolution, Computer Skills, Communication","Russian (Native), English (Fluent)",,0,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,10,7,True,,,1988-04-18,North America,Laurie Mcmillan,+1-558-603-8031
S0001004142,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Soledad,Roybal,M,Guest Relations Manager,Front Desk,Senior,2020-07-05,86800,8128.67,Morning,soledad.roybal16@hospitalitygroup.com,+1-475-297-5715,Nathaniel Chase,Partner,+1-817-680-4588,14.5,5.6,"Computer Skills, Conflict Resolution, Communication, Time Management, Attention to Detail","Arabic (Native), Spanish (Basic), Russian (Fluent)",,1,Full-time,High School,10am-6pm,Needs Improvement,21,9,True,,,1970-09-03,North America,Nathaniel Chase,+1-817-680-4588
S0001004143,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Éric,Savoie,M,Front Desk Agent,Front Desk,Junior,2026-04-28,38600,4423.74,Afternoon,éric.savoie@hotelgroup.com,+1-648-393-9995,Kelly Patterson,Friend,+1-566-427-9097,1.8,0.1,"Customer Service, Reservation Systems, Time Management",English (Native),,1,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,6,10,True,,,2000-11-22,North America,Kelly Patterson,+1-566-427-9097
S0001004144,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Jessica,Salinas,F,Front Desk Agent,Front Desk,Junior,2025-10-13,50900,3814.02,Night,jsalinas@hotels.com,+1-510-615-6707,Michael Walker,Sibling,+1-933-213-4538,2.8,0.3,"Reservation Systems, Communication, Problem Solving, Conflict Resolution, Customer Service",English (Native),,4,Full-time,High School,11pm-7am,Needs Improvement,6,10,True,,,1981-12-21,North America,Michael Walker,+1-933-213-4538
S0001004145,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Carmen,Ramírez,M,Guest Relations Manager,Front Desk,Senior,2018-05-18,98900,8018.68,Afternoon,carmen.ramírez@hotels.com,+1-314-934-4391,Jenny Smith,Partner,+1-620-976-9045,19.6,7.7,"Communication, Computer Skills, Conflict Resolution",French (Native),Food Handler,3,Full-time,High School,7am-3pm,Meets Expectations,23,9,True,,,1998-11-16,North America,Jenny Smith,+1-620-976-9045
S0001004146,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Alexis,Lefebvre,M,Bell Captain,Front Desk,Intermediate,2021-12-04,57700,4828.89,Afternoon,alexisl@luxuryhotels.com,+1-382-238-8251,Thomas Williams,Spouse,+1-840-446-7786,10.9,4.2,"Computer Skills, Reservation Systems, Customer Service, Communication, Time Management, Problem Solving","French (Native), Arabic (Fluent), Japanese (Fluent)",,0,Full-time,Vocational Training,7am-3pm,Meets Expectations,11,7,True,,,1994-03-03,North America,Thomas Williams,+1-840-446-7786
S0001004147,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Susanne,Provencher,F,Bellhop,Front Desk,Entry Level,2023-05-01,26000,2887.76,Morning,sprovencher@hotelgroup.com,+1-981-398-9949,Daniel Thomas,Sibling,+1-671-914-4949,3.7,2.8,"Time Management, Computer Skills, Multi-tasking","Spanish (Native), German (Intermediate), Russian (Fluent)",,3,Part-time,Master's Degree,Weekends Only,Needs Improvement,12,6,True,,,1959-08-24,North America,Daniel Thomas,+1-671-914-4949
S0001004148,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Adam,White,M,Front Desk Agent,Front Desk,Junior,2026-05-10,53600,4945.7,Rotating,adam.white@hotelgroup.com,+1-695-608-1918,Heather Watts MD,Partner,+1-241-829-8110,3.7,0.1,"Communication, Time Management, Computer Skills","Russian (Native), Arabic (Fluent), Chinese (Intermediate)",,0,Full-time,High School,9am-5pm,Meets Expectations,7,5,True,,,1968-02-05,North America,Heather Watts MD,+1-241-829-8110
S0001004149,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Melissa,Beasley,F,Receptionist,Front Desk,Junior,2026-06-12,40900,2780.84,Afternoon,mbeasley@hospitalitygroup.com,+1-587-665-3158,Jesus Brooks,Spouse,+1-668-871-1814,2.2,0.1,"Time Management, Attention to Detail, Multi-tasking, Computer Skills","French (Native), Arabic (Intermediate), Spanish (Intermediate), Japanese (Intermediate)",,2,Full-time,High School,9am-5pm,Meets Expectations,8,5,True,,,1977-08-02,North America,Jesus Brooks,+1-668-871-1814
S0001004150,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Nicolas,Maltais,M,Front Desk Agent,Front Desk,Junior,2023-12-08,55700,7880.09,Night,nicolas.maltais52@hotels.com,+1-657-220-4433,Jennifer Carrillo,Parent,+1-969-805-7860,4.2,2.2,"Conflict Resolution, Multi-tasking, Attention to Detail, Problem Solving","Russian (Native), Spanish (Fluent)",,2,Full-time,High School,9am-5pm,Meets Expectations,11,11,False,2025-04-23,Retired,2004-07-19,North America,Jennifer Carrillo,+1-969-805-7860
S0001004151,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Thomas,Trudel,M,Receptionist,Front Desk,Junior,2026-11-17,46400,3590.73,Rotating,thomas.trudel27@hospitalitygroup.com,+1-372-650-9780,Morgan Morton,Spouse,+1-386-976-1706,2.8,0.1,"Communication, Multi-tasking, Attention to Detail","Russian (Native), Chinese (Fluent)",,2,Full-time,Vocational Training,3pm-11pm,Meets Expectations,9,5,True,,,1995-05-19,North America,Morgan Morton,+1-386-976-1706
S0001004152,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Gilberto,Zaragoza,M,Bell Captain,Front Desk,Intermediate,2022-09-04,70800,5298.02,Morning,gzaragoza@hospitalitygroup.com,+1-696-471-7571,Ryan Kelly,Partner,+1-222-643-8309,8.9,3.4,"Multi-tasking, Communication, Customer Service, Problem Solving",Chinese (Native),,2,Seasonal,Bachelor's Degree,Peak Season,Meets Expectations,12,5,True,,,1977-02-25,North America,Ryan Kelly,+1-222-643-8309
S0001004153,41d2f7ff-657f-4a6a-8dd1-a841c5b27500,Timothée,Asselin,M,Bellhop,Front Desk,Entry Level,2023-03-15,42000,4117.04,Morning,timothée.asselin@hotels.com,+1-696-546-8794,Alexandria Simmons,Sibling,+1-812-741-2839,4.7,2.9,"Computer Skills, Reservation Systems, Conflict Resolution, Problem Solving, Customer Service","German (Native), Arabic (Basic), Spanish (Basic)",,1,Full-time,High School,9am-5pm,Needs Improvement,10,6,True,,,1967-11-09,North America,Alexandria Simmons,+1-812-741-2839
